,RD0175,RD0176,RD0177,RD0178,RD0179,RD0180,RD0184,RD0185,RD0186
ENSMUST00000228895,0,0,0,0,0,0,0,0,0
ENSMUST00000046001,0,0,0,0,0,0,0,0,0
ENSMUST00000044953,0,0,0,0,0,0,0,0,0
ENSMUST00000223107,0,0,0,0,9,0,0,0,0
ENSMUST00000002397,2,9,7,0,3,1,0,1,0
ENSMUST00000165813,0,0,0,0,0,0,0,0,0
ENSMUST00000086851,9,9,0,0,7,6,0,0,2
ENSMUST00000038161,0,0,0,0,0,0,0,0,0
ENSMUST00000096066,0,0,0,0,0,0,0,0,0
ENSMUST00000026817,0,0,0,0,0,0,0,0,0
ENSMUST00000060232,37,42,42,16,33,27,7,17,22
ENSMUST00000093951,0,0,0,0,0,0,0,0,0
ENSMUST00000191255,0,0,0,0,0,0,0,0,0
ENSMUST00000196282,0,0,0,1,0,0,0,0,0
ENSMUST00000192793,0,0,0,0,0,0,0,0,0
ENSMUST00000082287,0,0,0,0,0,0,0,0,0
ENSMUST00000236952,0,0,0,0,0,0,0,0,0
ENSMUST00000112320,0,0,0,1,0,0,0,0,0
ENSMUST00000106307,0,0,0,0,0,0,0,0,0
ENSMUST00000078357,0,1,8,2,2,6,11,5,3
ENSMUST00000030769,0,0,0,0,0,0,0,0,0
ENSMUST00000065086,0,0,0,0,0,0,0,0,0
ENSMUST00000139092,0,0,0,0,0,0,0,0,0
ENSMUST00000109175,0,2,1,0,0,3,0,0,0
ENSMUST00000238109,0,0,0,0,0,0,0,0,0
ENSMUST00000227399,0,0,0,0,0,0,0,0,0
ENSMUST00000045022,0,0,0,0,0,0,0,0,0
ENSMUST00000161053,0,0,0,0,0,0,0,0,0
ENSMUST00000110297,0,3,0,0,0,0,0,0,0
ENSMUST00000124488,0,2,0,0,2,0,0,0,0
ENSMUST00000036564,0,0,0,0,0,0,0,0,0
ENSMUST00000001147,1,1,0,8,11,9,3,0,0
ENSMUST00000069800,1,2,0,0,0,0,0,0,0
ENSMUST00000231909,0,0,0,0,0,0,0,0,0
ENSMUST00000003635,858,938,930,705,963,1029,1387,1632,1126
ENSMUST00000099205,0,0,0,0,0,0,0,0,0
ENSMUST00000051839,0,0,0,0,0,0,0,0,0
ENSMUST00000014545,0,0,0,0,0,0,0,0,0
ENSMUST00000038369,0,0,0,0,0,0,0,0,0
ENSMUST00000178510,0,0,0,0,0,0,0,0,0
ENSMUST00000050020,0,0,0,0,0,0,0,0,0
ENSMUST00000168419,12,0,5,18,3,0,2,4,2
ENSMUST00000045550,4,2,1,3,2,0,0,0,0
ENSMUST00000060396,12,4,10,4,4,9,4,5,7
ENSMUST00000052387,1,0,0,0,0,0,0,0,0
ENSMUST00000215032,0,0,0,0,0,0,0,0,0
ENSMUST00000229954,0,0,0,0,0,0,0,0,0
ENSMUST00000111279,0,0,0,0,0,0,0,0,0
ENSMUST00000187135,0,0,0,0,0,0,0,0,0
ENSMUST00000100785,0,0,0,0,0,0,0,0,0
ENSMUST00000030491,3,8,6,3,3,5,0,12,0
ENSMUST00000000287,227,227,278,94,131,147,215,236,116
ENSMUST00000161356,0,0,0,0,0,0,0,0,0
ENSMUST00000237674,0,0,0,0,0,0,0,0,0
ENSMUST00000054786,0,0,0,0,0,0,0,0,0
ENSMUST00000188108,0,0,0,0,0,0,0,0,0
ENSMUST00000031627,6,8,6,2,0,0,2,1,2
ENSMUST00000002855,1,0,0,0,0,0,0,0,0
ENSMUST00000160721,1,0,0,0,0,0,0,0,0
ENSMUST00000105158,0,0,0,0,0,0,0,0,0
ENSMUST00000217001,0,0,0,0,0,0,0,0,0
ENSMUST00000074963,0,1,0,0,1,0,1,3,0
ENSMUST00000150843,0,0,0,0,0,0,0,0,0
ENSMUST00000088302,0,0,0,0,0,0,0,0,0
ENSMUST00000070216,0,0,0,0,0,0,0,0,0
ENSMUST00000090776,12,29,19,6,2,2,11,10,2
ENSMUST00000041370,2,1,1,0,2,0,5,1,0
ENSMUST00000040218,0,0,0,0,0,0,0,0,0
ENSMUST00000111263,0,0,0,0,0,0,0,0,0
ENSMUST00000060864,2,1,0,0,0,0,0,0,0
ENSMUST00000077909,0,0,0,0,0,0,0,0,0
ENSMUST00000053760,0,0,0,0,0,0,0,0,0
ENSMUST00000030643,2,4,6,0,0,0,0,0,0
ENSMUST00000026846,0,2,0,2,0,6,0,0,0
ENSMUST00000168818,0,0,0,0,0,0,0,0,0
ENSMUST00000227884,0,0,0,0,0,0,0,0,0
ENSMUST00000089185,0,0,0,0,0,0,0,0,0
ENSMUST00000023759,0,0,1,0,0,0,0,0,0
ENSMUST00000159816,0,0,0,0,0,0,0,0,0
ENSMUST00000044031,0,0,0,0,0,0,0,0,0
ENSMUST00000001989,22,34,44,12,202,228,22,13,8
ENSMUST00000061222,1,10,8,2,8,5,2,2,0
ENSMUST00000208533,0,0,0,0,0,0,0,0,0
ENSMUST00000113028,16,18,18,23,30,17,6,7,6
ENSMUST00000000590,2,0,0,0,0,0,11,0,0
ENSMUST00000118574,0,0,0,0,0,0,0,0,0
ENSMUST00000020283,2,7,13,5,0,0,0,7,4
ENSMUST00000122421,0,0,0,0,0,0,0,0,0
ENSMUST00000040656,2,13,5,2,2,2,5,2,2
ENSMUST00000213279,0,0,0,0,0,0,0,0,0
ENSMUST00000168767,0,0,0,0,0,0,0,0,0
ENSMUST00000039047,0,0,0,0,0,0,0,0,0
ENSMUST00000110718,0,0,0,0,0,0,0,0,0
ENSMUST00000146598,0,0,0,0,0,0,0,0,0
ENSMUST00000031175,0,0,0,0,0,0,0,0,0
ENSMUST00000051869,0,0,0,0,0,0,0,0,0
ENSMUST00000071805,0,0,0,0,0,0,0,0,0
ENSMUST00000031263,0,0,0,0,0,0,0,0,0
ENSMUST00000119557,0,0,0,0,0,0,0,0,0
ENSMUST00000012587,24,26,30,7,20,14,5,10,6
ENSMUST00000042158,0,0,0,0,0,0,0,0,0
ENSMUST00000119694,0,0,0,0,0,0,0,0,0
ENSMUST00000207669,0,0,0,0,0,0,0,0,0
ENSMUST00000109725,0,0,0,0,0,0,0,0,0
ENSMUST00000095273,12,4,33,0,0,8,0,21,6
ENSMUST00000006828,0,4,7,0,1,1,3,2,0
ENSMUST00000070991,0,0,0,0,0,0,0,0,0
ENSMUST00000023741,0,0,0,0,0,0,0,0,0
ENSMUST00000207775,0,0,0,0,0,0,0,0,0
ENSMUST00000153838,17,46,36,18,0,2,41,50,38
ENSMUST00000105050,0,0,0,0,0,0,0,0,0
ENSMUST00000215171,0,0,0,0,0,0,0,0,0
ENSMUST00000066905,0,0,0,0,0,0,0,0,0
ENSMUST00000032066,0,0,0,0,0,0,0,0,0
ENSMUST00000231941,0,0,0,0,0,0,0,0,0
ENSMUST00000036578,35,20,27,11,21,22,22,8,10
ENSMUST00000208525,0,0,0,0,0,0,0,0,0
ENSMUST00000002274,0,0,0,0,0,0,0,0,0
ENSMUST00000106037,0,0,0,0,0,0,0,0,0
ENSMUST00000113075,0,0,0,0,0,0,0,0,0
ENSMUST00000106899,0,0,0,0,0,0,0,0,0
ENSMUST00000082428,140,118,122,81,53,50,109,113,65
ENSMUST00000172298,0,0,0,0,0,0,0,0,0
ENSMUST00000121793,0,0,0,0,0,0,0,0,0
ENSMUST00000189073,0,0,0,0,0,0,0,0,0
ENSMUST00000022239,3,0,0,0,0,0,0,0,0
ENSMUST00000235860,0,0,0,0,0,0,0,0,0
ENSMUST00000164465,0,0,0,0,0,0,0,0,0
ENSMUST00000113306,0,0,0,0,0,0,0,0,0
ENSMUST00000183211,0,0,0,0,0,0,0,0,0
ENSMUST00000159899,0,0,0,0,0,0,0,0,0
ENSMUST00000210682,26,38,48,61,41,25,30,32,24
ENSMUST00000174699,0,0,0,0,0,0,0,0,0
ENSMUST00000052380,4,2,6,2,0,1,6,8,11
ENSMUST00000084640,0,0,0,0,0,0,0,0,0
ENSMUST00000031795,79,92,84,64,78,75,73,94,55
ENSMUST00000037968,0,0,0,0,0,0,0,0,0
ENSMUST00000001715,0,0,0,0,0,0,0,0,0
ENSMUST00000088481,0,0,0,0,0,0,0,0,0
ENSMUST00000086474,0,0,0,0,0,0,0,0,0
ENSMUST00000038166,0,0,0,0,0,0,0,0,0
ENSMUST00000110538,0,0,0,0,0,0,0,0,0
ENSMUST00000042889,1,0,0,0,0,0,0,0,0
ENSMUST00000041374,3,5,2,1,1,1,4,1,1
ENSMUST00000059997,1,0,5,1,1,3,0,0,0
ENSMUST00000180521,0,0,0,0,0,0,0,0,0
ENSMUST00000235574,0,0,0,0,0,0,0,0,0
ENSMUST00000208216,0,0,0,0,0,0,0,0,0
ENSMUST00000029535,0,0,0,1,1,1,3,5,7
ENSMUST00000163595,4,0,6,0,0,9,0,0,2
ENSMUST00000097442,0,0,0,0,0,0,0,0,0
ENSMUST00000099501,0,0,0,0,0,0,0,0,0
ENSMUST00000156898,4,8,6,3,6,7,3,5,4
ENSMUST00000170795,40,40,37,32,26,18,18,38,21
ENSMUST00000015236,44,71,61,14,18,25,28,55,16
ENSMUST00000026162,0,0,0,0,0,0,0,0,0
ENSMUST00000066317,0,0,0,0,0,0,0,0,0
ENSMUST00000026036,0,0,0,0,0,0,0,0,0
ENSMUST00000170373,0,0,0,0,0,0,0,0,0
ENSMUST00000105782,0,0,0,0,0,0,0,0,0
ENSMUST00000057311,0,0,0,0,0,0,0,0,0
ENSMUST00000058600,0,0,0,0,0,0,0,0,0
ENSMUST00000091233,0,0,0,0,1,1,0,0,0
ENSMUST00000108809,0,0,0,0,0,0,2,0,0
ENSMUST00000164875,0,0,0,0,0,0,0,0,0
ENSMUST00000023611,0,0,0,0,0,0,0,0,0
ENSMUST00000190551,0,0,0,0,0,0,0,0,0
ENSMUST00000091186,3,9,5,1,0,2,2,6,1
ENSMUST00000038739,6,1,0,1,4,1,2,0,0
ENSMUST00000030044,0,0,0,0,0,0,0,4,0
ENSMUST00000203629,0,0,0,0,0,0,0,0,0
ENSMUST00000227086,0,0,0,0,0,0,0,0,0
ENSMUST00000053733,0,0,0,0,0,0,0,0,0
ENSMUST00000036643,0,0,0,0,0,0,0,0,0
ENSMUST00000038709,0,0,0,0,0,0,0,0,0
ENSMUST00000056677,10,15,17,7,25,10,35,27,42
ENSMUST00000171132,0,0,0,0,0,0,0,0,0
ENSMUST00000213171,0,0,0,0,0,0,0,0,0
ENSMUST00000207860,0,0,0,0,0,0,0,0,0
ENSMUST00000177068,0,0,2,0,0,0,0,0,0
ENSMUST00000095960,0,0,0,0,0,0,0,0,0
ENSMUST00000044231,0,0,0,0,0,0,0,0,0
ENSMUST00000115433,0,0,0,0,0,0,0,0,0
ENSMUST00000075552,0,0,0,0,0,0,0,0,0
ENSMUST00000056676,0,0,0,0,0,0,0,0,0
ENSMUST00000020450,0,0,0,0,0,0,0,0,0
ENSMUST00000026827,24008,27556,29595,15525,23349,25883,15676,19613,12229
ENSMUST00000174673,0,0,0,0,0,0,0,0,0
ENSMUST00000032998,157,79,178,26,37,36,160,193,135
ENSMUST00000044380,0,6,1,4,1,0,0,0,0
ENSMUST00000080036,38,35,20,9,25,29,6,5,12
ENSMUST00000102716,0,0,0,0,0,0,0,0,0
ENSMUST00000038845,1,1,2,0,0,0,0,0,0
ENSMUST00000164491,0,0,0,0,0,0,0,0,0
ENSMUST00000110832,0,0,0,0,0,0,0,0,0
ENSMUST00000110525,0,0,0,0,0,0,0,0,0
ENSMUST00000110494,0,0,0,0,0,0,0,0,0
ENSMUST00000213205,0,0,0,0,0,0,0,0,0
ENSMUST00000075172,0,0,0,0,0,0,0,0,0
ENSMUST00000030606,0,0,1,0,0,0,0,0,0
ENSMUST00000087211,0,60,66,0,54,0,33,0,18
ENSMUST00000163667,0,0,0,0,0,0,0,0,0
ENSMUST00000092162,0,0,0,0,0,0,0,0,0
ENSMUST00000142594,0,0,0,0,0,0,0,0,0
ENSMUST00000133144,0,0,0,0,0,0,0,0,0
ENSMUST00000174459,0,0,0,0,0,0,0,0,0
ENSMUST00000017975,54,20,48,14,20,26,31,64,34
ENSMUST00000218663,0,0,0,0,0,0,0,0,0
ENSMUST00000115713,0,0,0,0,0,0,0,0,0
ENSMUST00000048372,1,0,5,0,0,0,0,2,1
ENSMUST00000023068,0,0,0,0,0,0,0,0,0
ENSMUST00000209638,0,0,0,0,0,0,0,0,0
ENSMUST00000112650,0,0,0,0,0,0,0,0,0
ENSMUST00000166115,0,0,0,0,2,0,0,0,0
ENSMUST00000107128,0,0,0,0,0,0,0,0,0
ENSMUST00000025077,0,0,0,0,0,0,0,0,0
ENSMUST00000025811,0,0,0,0,0,0,0,0,0
ENSMUST00000029712,0,0,0,0,0,0,0,0,0
ENSMUST00000226701,0,0,0,0,0,0,0,0,0
ENSMUST00000031495,0,0,0,0,0,0,0,0,0
ENSMUST00000068006,0,6,1,2,7,12,0,4,8
ENSMUST00000090678,0,0,1,0,0,0,0,0,0
ENSMUST00000021930,49,83,78,22,52,32,68,55,43
ENSMUST00000211206,0,0,0,0,0,0,0,0,0
ENSMUST00000213645,0,0,0,0,0,0,0,0,0
ENSMUST00000005452,0,0,0,0,0,0,0,0,0
ENSMUST00000119818,0,0,0,0,0,0,0,0,0
ENSMUST00000025439,16,23,33,5,7,8,4,3,5
ENSMUST00000032839,4,4,3,5,1,2,1,7,1
ENSMUST00000081393,0,0,0,0,0,0,0,0,0
ENSMUST00000096257,0,0,0,0,0,0,0,0,0
ENSMUST00000187477,0,0,0,0,0,0,0,0,0
ENSMUST00000066211,0,0,0,0,0,0,0,0,0
ENSMUST00000055843,6,15,6,5,8,0,0,10,11
ENSMUST00000019063,0,0,0,0,0,0,0,0,0
ENSMUST00000212882,0,1,0,0,0,0,0,0,0
ENSMUST00000080635,0,0,0,0,0,0,0,0,0
ENSMUST00000069747,48,73,66,20,30,30,81,124,64
ENSMUST00000108280,0,0,0,0,0,0,0,0,0
ENSMUST00000164069,0,0,0,0,0,0,0,0,0
ENSMUST00000052366,0,0,0,0,0,0,0,0,0
ENSMUST00000159517,0,3,0,0,0,0,0,0,0
ENSMUST00000162175,0,0,0,0,0,0,0,2,6
ENSMUST00000073157,0,0,0,0,1,0,0,2,0
ENSMUST00000100888,0,0,0,0,0,0,0,0,0
ENSMUST00000108021,0,1,0,0,0,0,0,0,0
ENSMUST00000217336,0,0,0,0,0,0,0,0,0
ENSMUST00000054868,0,0,0,0,0,0,0,0,0
ENSMUST00000078124,20,9,21,5,2,6,3,3,3
ENSMUST00000180285,0,0,0,0,0,0,0,0,0
ENSMUST00000027781,22,13,16,0,6,0,11,3,6
ENSMUST00000016033,99,109,104,91,87,95,36,70,13
ENSMUST00000184404,0,0,0,0,0,0,0,0,0
ENSMUST00000096251,8,0,0,1,0,0,0,1,3
ENSMUST00000032183,24,32,19,38,34,49,13,6,11
ENSMUST00000018875,0,0,2,0,0,0,0,2,0
ENSMUST00000170941,0,0,0,0,0,0,0,0,0
ENSMUST00000047851,0,0,0,0,0,0,0,0,0
ENSMUST00000102530,0,0,0,0,0,0,0,0,0
ENSMUST00000131487,0,0,0,0,0,0,0,0,0
ENSMUST00000052211,0,0,0,0,0,0,0,0,0
ENSMUST00000111941,0,0,0,0,0,0,0,0,0
ENSMUST00000028369,0,0,0,0,0,0,0,0,0
ENSMUST00000167679,0,0,0,0,0,0,0,0,0
ENSMUST00000159973,0,0,0,0,0,0,0,0,0
ENSMUST00000020217,52,75,72,9,14,12,20,18,32
ENSMUST00000074015,0,0,0,0,0,0,0,0,0
ENSMUST00000213685,0,0,0,0,0,0,0,0,0
ENSMUST00000197237,0,0,0,0,0,0,0,0,0
ENSMUST00000095664,1,0,3,1,6,3,0,0,0
ENSMUST00000051239,0,0,0,0,0,0,0,0,0
ENSMUST00000133433,0,0,0,0,0,0,0,0,0
ENSMUST00000049248,0,0,0,0,0,0,0,0,0
ENSMUST00000035269,0,0,0,0,0,0,0,0,0
ENSMUST00000034058,0,0,0,0,0,0,0,0,0
ENSMUST00000023846,0,0,0,0,0,0,0,0,0
ENSMUST00000161326,0,0,0,0,0,0,0,0,0
ENSMUST00000203396,0,0,0,0,0,0,0,0,0
ENSMUST00000124586,9,25,16,12,10,21,16,25,8
ENSMUST00000222517,0,0,0,0,0,0,0,0,0
ENSMUST00000187081,0,0,0,0,0,0,0,0,0
ENSMUST00000239462,0,0,0,0,0,0,0,0,0
ENSMUST00000121209,0,0,0,0,0,0,0,0,0
ENSMUST00000062289,0,0,0,0,0,0,0,0,0
ENSMUST00000103177,0,0,0,0,0,0,0,0,0
ENSMUST00000182818,0,0,0,0,0,0,0,0,0
ENSMUST00000114664,1,2,0,2,1,2,15,5,2
ENSMUST00000121226,0,0,0,0,0,0,0,0,0
ENSMUST00000022894,0,0,0,0,0,0,0,0,0
ENSMUST00000235047,0,0,0,0,0,0,0,0,0
ENSMUST00000001921,0,0,0,0,0,0,0,0,0
ENSMUST00000055341,1,0,0,1,1,2,0,0,0
ENSMUST00000125635,0,0,0,0,0,0,0,0,0
ENSMUST00000179425,0,0,0,0,0,0,0,0,0
ENSMUST00000034654,0,0,0,0,0,0,0,0,0
ENSMUST00000029071,0,0,0,0,0,0,0,0,0
ENSMUST00000016399,0,1,0,1,3,2,0,0,0
ENSMUST00000075206,0,0,0,0,0,0,0,0,0
ENSMUST00000054654,0,0,0,0,0,0,0,0,0
ENSMUST00000109655,0,0,0,0,0,0,0,0,0
ENSMUST00000022121,2,3,1,2,0,0,3,0,2
ENSMUST00000040504,0,0,0,0,0,0,0,0,0
ENSMUST00000042692,0,0,0,0,0,0,0,0,0
ENSMUST00000214904,0,0,0,0,0,0,0,0,0
ENSMUST00000102514,13,10,8,1,0,1,0,3,2
ENSMUST00000130458,1,0,0,0,1,0,0,0,0
ENSMUST00000056708,0,0,0,0,0,0,0,0,0
ENSMUST00000147567,0,1,0,0,0,0,0,0,0
ENSMUST00000034754,0,0,0,1,0,0,0,0,0
ENSMUST00000074733,2,2,2,0,0,0,1,0,0
ENSMUST00000039431,0,0,0,0,0,0,0,0,0
ENSMUST00000106599,1,4,2,1,1,3,0,0,0
ENSMUST00000111338,0,0,0,0,0,0,0,0,0
ENSMUST00000172163,0,0,0,0,0,0,0,0,0
ENSMUST00000030469,0,0,0,0,0,0,0,0,0
ENSMUST00000023758,0,0,0,0,0,0,0,0,0
ENSMUST00000178979,0,0,0,0,0,0,0,0,0
ENSMUST00000153031,0,0,0,0,0,0,0,0,0
ENSMUST00000025929,0,0,0,0,0,0,0,0,0
ENSMUST00000210662,0,0,0,0,0,0,0,0,0
ENSMUST00000222112,0,0,0,0,0,0,0,0,0
ENSMUST00000090815,0,0,0,0,0,0,0,0,0
ENSMUST00000204965,0,0,0,0,0,0,0,0,0
ENSMUST00000143264,0,0,0,0,0,0,0,0,0
ENSMUST00000042345,0,0,0,0,0,0,0,0,3
ENSMUST00000009358,0,0,0,0,0,0,0,0,0
ENSMUST00000099841,0,0,0,0,0,0,0,0,0
ENSMUST00000032094,12,19,10,2,7,9,3,6,11
ENSMUST00000041964,0,0,0,0,0,0,0,0,0
ENSMUST00000048129,0,0,0,0,0,0,0,0,0
ENSMUST00000034466,0,2,0,0,0,0,0,0,2
ENSMUST00000108594,0,0,0,0,0,4,0,30,5
ENSMUST00000101457,0,0,0,0,0,0,0,0,0
ENSMUST00000021410,3,6,4,3,3,9,0,11,18
ENSMUST00000060655,0,0,0,0,0,0,0,0,0
ENSMUST00000109685,0,0,2,0,0,0,1,0,0
ENSMUST00000019224,11,7,7,0,2,6,5,6,3
ENSMUST00000210529,0,0,0,0,0,0,0,0,0
ENSMUST00000059672,8,6,12,23,74,32,10,18,12
ENSMUST00000112185,0,0,0,0,1,0,0,0,0
ENSMUST00000043058,0,0,0,0,0,0,0,0,0
ENSMUST00000048962,4,6,8,8,11,6,1,1,10
ENSMUST00000163790,0,0,0,0,0,0,0,0,0
ENSMUST00000053594,0,0,0,0,0,0,0,0,0
ENSMUST00000185914,0,0,0,0,0,0,0,0,0
ENSMUST00000020649,4,8,10,2,2,11,11,7,2
ENSMUST00000067512,0,0,1,0,2,1,0,7,0
ENSMUST00000051017,0,0,0,0,0,0,0,0,0
ENSMUST00000085375,5,24,4,0,0,0,1,0,0
ENSMUST00000170639,0,0,0,0,0,0,0,0,0
ENSMUST00000076670,0,0,0,0,0,0,0,0,0
ENSMUST00000074468,0,0,0,0,0,0,0,0,0
ENSMUST00000075303,3,4,3,4,8,11,3,6,5
ENSMUST00000063918,4,0,1,0,0,0,0,0,0
ENSMUST00000226130,0,0,0,0,0,0,0,0,0
ENSMUST00000039318,0,0,0,0,0,0,0,0,0
ENSMUST00000215096,0,0,0,0,0,0,0,0,0
ENSMUST00000006774,0,0,2,0,0,0,0,0,0
ENSMUST00000045288,0,0,0,0,0,0,0,0,0
ENSMUST00000055408,0,0,0,0,0,0,0,0,0
ENSMUST00000046983,40,35,44,13,36,19,20,33,19
ENSMUST00000042288,0,10,20,0,0,3,3,17,1
ENSMUST00000089520,0,0,0,0,0,0,0,0,0
ENSMUST00000170579,0,0,0,0,0,0,0,0,0
ENSMUST00000041407,0,0,0,0,0,0,0,0,0
ENSMUST00000041759,0,0,0,0,0,0,0,0,0
ENSMUST00000041621,0,0,9,7,7,12,2,3,1
ENSMUST00000120101,0,0,0,0,0,0,0,0,0
ENSMUST00000119781,0,0,0,0,0,1,0,0,0
ENSMUST00000217136,0,0,0,0,0,0,0,0,0
ENSMUST00000073892,0,0,0,0,0,0,0,0,0
ENSMUST00000028392,59,70,70,18,36,28,26,73,39
ENSMUST00000106112,2,0,1,1,1,0,0,0,1
ENSMUST00000081271,0,0,0,0,0,0,0,0,0
ENSMUST00000169611,40,73,54,22,12,23,41,30,20
ENSMUST00000112693,31,20,75,36,46,36,65,82,30
ENSMUST00000094463,0,0,0,0,0,0,0,0,0
ENSMUST00000118545,0,0,0,0,0,0,0,0,0
ENSMUST00000120204,0,0,1,0,0,0,0,0,0
ENSMUST00000224432,0,0,0,0,0,0,0,0,0
ENSMUST00000213481,0,0,0,0,0,0,0,0,0
ENSMUST00000108985,0,0,1,0,0,0,0,0,0
ENSMUST00000099461,0,0,1,0,0,0,0,0,0
ENSMUST00000110407,0,0,1,0,0,0,0,0,0
ENSMUST00000100335,0,0,0,0,0,0,0,0,0
ENSMUST00000159861,0,0,0,0,0,0,0,0,0
ENSMUST00000052248,9,28,7,35,45,10,43,71,26
ENSMUST00000084947,5,0,1,0,3,0,0,0,0
ENSMUST00000092096,0,0,0,0,0,0,0,1,0
ENSMUST00000072576,0,8,0,0,0,1,0,0,8
ENSMUST00000025867,7,1,2,0,2,2,5,7,1
ENSMUST00000022325,0,0,0,0,0,0,0,0,0
ENSMUST00000024697,0,0,3,1,0,0,2,4,3
ENSMUST00000099742,0,0,0,0,0,0,0,0,0
ENSMUST00000053250,0,0,0,0,0,0,0,0,0
ENSMUST00000040538,1,31,25,5,0,3,21,11,17
ENSMUST00000027493,0,1,2,0,2,4,3,10,1
ENSMUST00000178545,0,0,0,0,0,0,0,0,0
ENSMUST00000061262,0,0,0,0,0,0,0,0,0
ENSMUST00000185526,0,0,0,0,0,0,0,0,0
ENSMUST00000092720,1,1,0,1,0,0,0,1,0
ENSMUST00000092486,0,0,0,0,0,0,0,0,0
ENSMUST00000002790,3,0,1,2,0,0,0,0,0
ENSMUST00000216901,0,0,0,0,0,0,0,0,0
ENSMUST00000080167,0,0,0,0,0,0,0,0,0
ENSMUST00000105383,0,0,0,0,0,0,0,0,0
ENSMUST00000020266,0,0,0,0,0,0,0,0,0
ENSMUST00000170116,0,0,0,0,0,0,0,0,0
ENSMUST00000010286,0,0,0,0,0,0,0,0,0
ENSMUST00000217009,0,0,0,0,0,0,0,0,0
ENSMUST00000034111,4,4,0,0,0,0,0,0,0
ENSMUST00000108162,0,0,0,0,0,0,0,0,0
ENSMUST00000004156,1,2,2,0,10,9,0,1,0
ENSMUST00000224997,0,0,0,0,0,0,0,0,0
ENSMUST00000043937,81,99,89,46,67,54,95,99,66
ENSMUST00000051784,2,2,0,2,2,2,1,0,4
ENSMUST00000030340,0,3,1,1,0,3,0,0,0
ENSMUST00000032165,61,125,163,38,66,7,14,24,9
ENSMUST00000078623,0,0,0,0,0,0,0,0,0
ENSMUST00000099490,0,0,0,0,0,0,0,0,0
ENSMUST00000037478,7,0,1,0,0,0,0,0,0
ENSMUST00000233280,0,0,0,0,0,0,0,0,0
ENSMUST00000059372,1,0,0,0,0,0,0,0,0
ENSMUST00000043315,0,0,0,0,0,0,0,0,0
ENSMUST00000025802,48,28,48,22,20,31,34,30,22
ENSMUST00000023845,0,0,0,0,0,0,0,0,0
ENSMUST00000151913,0,0,0,0,0,0,0,0,0
ENSMUST00000030610,2,7,7,5,4,5,3,9,4
ENSMUST00000149978,6,5,4,1,1,1,5,6,4
ENSMUST00000101560,4,13,16,5,4,1,12,9,3
ENSMUST00000044598,0,0,0,0,0,0,0,0,0
ENSMUST00000098090,0,0,0,0,0,0,0,0,0
ENSMUST00000106921,0,0,0,0,0,0,0,0,0
ENSMUST00000105749,0,0,0,0,0,0,0,0,0
ENSMUST00000003044,0,0,0,0,0,0,0,0,0
ENSMUST00000021173,0,0,0,0,0,0,0,0,0
ENSMUST00000058745,0,2,0,0,0,0,0,0,0
ENSMUST00000041023,0,0,0,0,0,0,0,0,0
ENSMUST00000127896,0,1,1,0,3,1,0,0,0
ENSMUST00000041684,5,8,4,4,4,3,2,6,3
ENSMUST00000035776,28,48,51,47,36,41,33,23,26
ENSMUST00000019503,0,0,0,0,0,0,0,0,0
ENSMUST00000215736,0,0,0,0,0,0,0,0,0
ENSMUST00000098911,0,1,2,1,1,0,1,0,0
ENSMUST00000047257,0,0,0,0,0,0,0,0,0
ENSMUST00000192561,0,0,0,0,0,0,0,0,0
ENSMUST00000108934,0,0,0,0,0,0,0,0,0
ENSMUST00000040806,0,0,0,0,1,0,2,0,0
ENSMUST00000208663,0,0,0,0,0,0,0,0,0
ENSMUST00000026120,0,0,0,0,0,0,0,0,0
ENSMUST00000190806,0,0,0,0,0,0,0,0,0
ENSMUST00000001046,1,1,1,0,1,9,3,0,0
ENSMUST00000054650,0,0,0,0,0,0,0,0,0
ENSMUST00000116547,5,5,1,0,0,0,0,0,0
ENSMUST00000041500,16,17,14,1,5,6,1,1,5
ENSMUST00000025955,144,190,264,142,195,180,103,114,67
ENSMUST00000023285,1,0,0,0,2,0,0,0,0
ENSMUST00000213833,0,0,0,0,0,0,0,0,0
ENSMUST00000143400,0,0,0,0,0,0,0,0,0
ENSMUST00000003642,0,0,0,0,0,15,0,0,0
ENSMUST00000029123,0,0,0,0,0,0,0,0,0
ENSMUST00000090811,0,0,0,0,0,0,0,0,0
ENSMUST00000136139,0,0,0,0,0,0,0,0,0
ENSMUST00000121146,0,0,0,0,0,0,0,0,0
ENSMUST00000152758,0,0,0,0,0,0,0,0,0
ENSMUST00000055704,0,0,2,0,0,0,0,0,0
ENSMUST00000126150,0,0,0,0,0,0,0,0,0
ENSMUST00000033575,0,0,0,0,0,0,0,0,0
ENSMUST00000201130,0,0,0,0,0,0,0,0,0
ENSMUST00000062387,0,0,0,0,0,0,0,0,0
ENSMUST00000049184,2,0,0,1,0,1,0,0,0
ENSMUST00000173393,0,0,0,0,0,0,0,0,0
ENSMUST00000197180,0,0,0,0,0,0,0,0,0
ENSMUST00000075421,0,0,0,0,0,0,0,0,0
ENSMUST00000168847,0,0,0,0,0,0,0,0,0
ENSMUST00000092370,0,0,0,0,0,0,0,0,0
ENSMUST00000122025,0,0,0,0,0,0,0,0,0
ENSMUST00000049020,11,20,12,6,19,23,3,6,2
ENSMUST00000039630,1,6,1,9,16,23,5,4,1
ENSMUST00000052503,0,0,0,0,0,0,0,0,0
